"Gene Symbol"	"Disease Name"
"CSF2RA"	"ESCA"
"CYBB"	"ESCA"
"CYSLTR1"	"ESCA"
"IL2RG"	"ESCA"
"IL3RA"	"ESCA"
"P2RY8"	"ESCA"
"RAB9A"	"ESCA"
"SASH3"	"ESCA"
"SEPT6"	"ESCA"
"TLR8"	"ESCA"
"TSC22D3"	"ESCA"
"WAS"	"ESCA"
"KDM5D"	"ESCA"
"CXCR4"	"GBM"
"CXCL3"	"GBM"
"SOD2"	"GBM"
"SEMA4D"	"GBM"
"CST7"	"GBM"
"SELL"	"GBM"
"CD38"	"GBM"
"GRB2"	"GBM"
"SAMSN1"	"GBM"
"PPBP"	"GBM"
"CD53"	"GBM"
"ARHGAP15"	"GBM"
"HK3"	"GBM"
"TFEC"	"GBM"
"CASP1"	"GBM"
"ARHGAP26"	"GBM"
"AMPD3"	"GBM"
"LRRFIP1"	"GBM"
"CR1"	"GBM"
"FPR1"	"GBM"
"FMNL1"	"GBM"
"GNLY"	"GBM"
"OGFRL1"	"GBM"
"FCGR2A"	"GBM"
"MAN1A1"	"GBM"
"PTGER2"	"GBM"
"SAMHD1"	"GBM"
"LILRA1"	"GBM"
"RASGRP3"	"GBM"
"LRMP"	"GBM"
"SLC15A3"	"GBM"
"RHOG"	"GBM"
"ITGAX"	"GBM"
"IL10RA"	"GBM"
"ADAM8"	"GBM"
"CD84"	"GBM"
"CLEC5A"	"GBM"
"MBP"	"GBM"
"MAF"	"GBM"
"FNDC3B"	"GBM"
"RP6-213H19.1"	"GBM"
"IGSF6"	"GBM"
"NINJ1"	"GBM"
"TREM1"	"GBM"
"BMP2K"	"GBM"
"FKBP11"	"GBM"
"LY96"	"GBM"
"FLVCR2"	"GBM"
"KLRB1"	"GBM"
"IL2RG"	"GBM"
"UGCG"	"GBM"
"PTPRCAP"	"GBM"
"HBEGF"	"GBM"
"DUSP2"	"GBM"
"CTSW"	"GBM"
"RNASE2"	"GBM"
"CD40"	"GBM"
"LPXN"	"GBM"
"TRAT1"	"GBM"
"ITGB7"	"GBM"
"MAP4K1"	"GBM"
"MAP3K8"	"GBM"
"TLR8"	"GBM"
"CAPG"	"GBM"
"SLAMF8"	"GBM"
"CPM"	"GBM"
"WAS"	"GBM"
"CAMP"	"GBM"
"PTX3"	"GBM"
"ITGAM"	"GBM"
"CCR1"	"GBM"
"LYN"	"GBM"
"LILRB1"	"GBM"
"SLC16A6"	"GBM"
"LY75"	"GBM"
"TPP1"	"GBM"
"IQGAP1"	"GBM"
"FCGR2C"	"GBM"
"CORO1A"	"GBM"
"GPSM3"	"GBM"
"TNFRSF1B"	"GBM"
"TRIM38"	"GBM"
"ISG20"	"GBM"
"CXCL1"	"GBM"
"IFNGR1"	"GBM"
"TNFAIP2"	"GBM"
"MYO1F"	"GBM"
"APOBEC3G"	"GBM"
"GIMAP5"	"GBM"
"TIMP2"	"GBM"
"KCTD12"	"GBM"
"MFNG"	"GBM"
"TFPI2"	"GBM"
"ARHGAP22"	"GBM"
"NPC1"	"GBM"
"HLX"	"GBM"
"BIRC3"	"GBM"
"ARRB2"	"GBM"
"CSF3R"	"GBM"
"TLR1"	"GBM"
"SERPINB9"	"GBM"
"EVI2A"	"GBM"
"GMFG"	"GBM"
"LIF"	"GBM"
"ZNF467"	"GBM"
"CD300A"	"GBM"
"IFI16"	"GBM"
"CSTA"	"GBM"
"IL1A"	"GBM"
"DSE"	"GBM"
"GNS"	"GBM"
"PTGS2"	"GBM"
"CD2"	"GBM"
"LRCH4"	"GBM"
"PRF1"	"GBM"
"LST1"	"GBM"
"TNFRSF10C"	"GBM"
"LIMS1"	"GBM"
"PIK3CD"	"GBM"
"CHST2"	"GBM"
"PI3"	"GBM"
"CD86"	"GBM"
"RGS1"	"GBM"
"PARP8"	"GBM"
"PTPRC"	"GBM"
"LDLRAP1"	"GBM"
"LILRB3"	"GBM"
"SPI1"	"GBM"
"CLEC7A"	"GBM"
"SELPLG"	"GBM"
"CYBB"	"GBM"
"IL1RN"	"GBM"
"LCP2"	"GBM"
"IL4R"	"GBM"
"CCL5"	"GBM"
"VASP"	"GBM"
"IL32"	"GBM"
"PRKCQ"	"GBM"
"LCP1"	"GBM"
"PRKCH"	"GBM"
"WIPF1"	"GBM"
"CLEC10A"	"GBM"
"PLAUR"	"GBM"
"TRADD"	"GBM"
"DOCK2"	"GBM"
"NRP1"	"GBM"
"PLEK"	"GBM"
"FAM129A"	"GBM"
"ST3GAL1"	"GBM"
"CSF1"	"GBM"
"SLC2A3"	"GBM"
"NRP2"	"GBM"
"NAGA"	"GBM"
"GZMK"	"GBM"
"MNDA"	"GBM"
"IFIT2"	"GBM"
"CTSS"	"GBM"
"LILRA2"	"GBM"
"LCK"	"GBM"
"GMIP"	"GBM"
"GLT25D1"	"GBM"
"CD7"	"GBM"
"KYNU"	"GBM"
"STX11"	"GBM"
"TBXAS1"	"GBM"
"GNA15"	"GBM"
"PFKFB3"	"GBM"
"MAN2A1"	"GBM"
"CD3D"	"GBM"
"CTSD"	"GBM"
"BATF"	"GBM"
"MX2"	"GBM"
"P2RY13"	"GBM"
"CD244"	"GBM"
"IL2RA"	"GBM"
"INHBA"	"GBM"
"DOK3"	"GBM"
"TNFAIP8"	"GBM"
"SLC16A3"	"GBM"
"TGOLN2"	"GBM"
"CTBS"	"GBM"
"TCIRG1"	"GBM"
"TRAF1"	"GBM"
"CYLD"	"GBM"
"IL16"	"GBM"
"RNASET2"	"GBM"
"UPP1"	"GBM"
"CCR5"	"GBM"
"UNC93B1"	"GBM"
"IRF8"	"GBM"
"ELL2"	"GBM"
"CLIC2"	"GBM"
"CD69"	"GBM"
"CD44"	"GBM"
"NCF4"	"GBM"
"NAGPA"	"GBM"
"FGR"	"GBM"
"MREG"	"GBM"
"PTPN22"	"GBM"
"RUNX3"	"GBM"
"C5AR1"	"GBM"
"TNFRSF9"	"GBM"
"ST8SIA4"	"GBM"
"TMEM156"	"GBM"
"FCN1"	"GBM"
"CD6"	"GBM"
"RHOH"	"GBM"
"DPYD"	"GBM"
"PILRA"	"GBM"
"IL6R"	"GBM"
"TM6SF1"	"GBM"
"STAT5A"	"GBM"
"SH2D2A"	"GBM"
"SKAP2"	"GBM"
"SLA"	"GBM"
"CPVL"	"GBM"
"IL8"	"GBM"
"ARHGAP25"	"GBM"
"EMR2"	"GBM"
"ELF4"	"GBM"
"CD83"	"GBM"
"SIGLEC1"	"GBM"
"FLI1"	"GBM"
"ITK"	"GBM"
"ITGB2"	"GBM"
"GIMAP6"	"GBM"
"SLC11A1"	"GBM"
"TNFAIP3"	"GBM"
"MMP1"	"GBM"
"HLA-DQA1"	"GBM"
"IL18RAP"	"GBM"
"UCP2"	"GBM"
"HMHA1"	"GBM"
"SP110"	"GBM"
"TREM2"	"GBM"
"FXYD5"	"GBM"
"STAB1"	"GBM"
"GIMAP4"	"GBM"
"ITPKB"	"GBM"
"BIN2"	"GBM"
"TNFSF8"	"GBM"
"THBS1"	"GBM"
"PTPN6"	"GBM"
"CDKN1A"	"GBM"
"TRAF3IP3"	"GBM"
"HPSE"	"GBM"
"S100A12"	"GBM"
"ITGAL"	"GBM"
"IRF1"	"GBM"
"PTPRE"	"GBM"
"MOBKL1B"	"GBM"
"FCGR2B"	"GBM"
"RAC2"	"GBM"
"FAS"	"GBM"
"SLCO3A1"	"GBM"
"NCF2"	"GBM"
"PI4K2A"	"GBM"
"STAT4"	"GBM"
"PRRG4"	"GBM"
"MS4A6A"	"GBM"
"PVRIG"	"GBM"
"TRPV2"	"GBM"
"GSN"	"GBM"
"HSPA6"	"GBM"
"MFSD1"	"GBM"
"LRP10"	"GBM"
"AIF1"	"GBM"
"IL6"	"GBM"
"PTPN7"	"GBM"
"FASLG"	"GBM"
"CD37"	"GBM"
"GPR65"	"GBM"
"STXBP2"	"GBM"
"LSP1"	"GBM"
"SYK"	"GBM"
"CD48"	"GBM"
"CD3G"	"GBM"
"IL7R"	"GBM"
"TLR4"	"GBM"
"DOCK5"	"GBM"
"DPEP2"	"GBM"
"GLIPR1"	"GBM"
"RNF125"	"GBM"
"CLEC4A"	"GBM"
"CTSZ"	"GBM"
"CSF1R"	"GBM"
"NAGK"	"GBM"
"S100A9"	"GBM"
"KCNJ2"	"GBM"
"ADAM12"	"GBM"
"CRTAM"	"GBM"
"ADCY7"	"GBM"
"LILRB2"	"GBM"
"PIK3R5"	"GBM"
"FYB"	"GBM"
"GPR171"	"GBM"
"PLD1"	"GBM"
"HCK"	"GBM"
"IER3"	"GBM"
"NAIP"	"GBM"
"IL13RA1"	"GBM"
"CCL4"	"GBM"
"TMC6"	"GBM"
"C22orf9"	"GBM"
"TGFB1"	"GBM"
"SLC31A2"	"GBM"
"POU2F2"	"GBM"
"CCR7"	"GBM"
"BCL2A1"	"GBM"
"PRDM1"	"GBM"
"BLNK"	"GBM"
"HMOX1"	"GBM"
"CECR1"	"GBM"
"EBI3"	"GBM"
"ACP5"	"GBM"
"PIP4K2A"	"GBM"
"SH3BP5"	"GBM"
"GBP1"	"GBM"
"EVI2B"	"GBM"
"NCKAP1L"	"GBM"
"C1orf38"	"GBM"
"GZMB"	"GBM"
"FCGR3B"	"GBM"
"PLA2G7"	"GBM"
"IL17RA"	"GBM"
"RAB11FIP1"	"GBM"
"ENTPD1"	"GBM"
"RELB"	"GBM"
"CFLAR"	"GBM"
"IL1B"	"GBM"
"ADPGK"	"GBM"
"TLR2"	"GBM"
"MMP19"	"GBM"
"VNN2"	"GBM"
"CD3E"	"GBM"
"CYP1B1"	"GBM"
"CCL13"	"GBM"
"FGL2"	"GBM"
"CYBA"	"GBM"
"CD1D"	"GBM"
"ALOX5"	"GBM"
"RNASE6"	"GBM"
"SQSTM1"	"GBM"
"RFTN1"	"GBM"
"IKZF1"	"GBM"
"SWAP70"	"GBM"
"CLEC2B"	"GBM"
"CASP8"	"GBM"
"RGS19"	"GBM"
"HLA-DQB1"	"GBM"
"LITAF"	"GBM"
"NKG7"	"GBM"
"CCDC109B"	"GBM"
"CCR2"	"GBM"
"LTB"	"GBM"
"GM2A"	"GBM"
"CCL20"	"GBM"
"IL15"	"GBM"
"LAT2"	"GBM"
"ICOSLG"	"GBM"
"DEF6"	"GBM"
"M6PR"	"GBM"
"GZMH"	"GBM"
"CTSL1"	"GBM"
"GZMA"	"GBM"
"CREG1"	"GBM"
"IRF5"	"GBM"
"CD52"	"GBM"
"CXCL9"	"GBM"
"SH2B3"	"GBM"
"PTAFR"	"GBM"
"REL"	"GBM"
"CXCL5"	"GBM"
"PLD3"	"GBM"
"APBB1IP"	"GBM"
"NPL"	"GBM"
"IL2RB"	"GBM"
"DENND2D"	"GBM"
"CSF2RB"	"GBM"
"EAF2"	"GBM"
"HCLS1"	"GBM"
"PIK3IP1"	"GBM"
"CTSC"	"GBM"
"ACAP1"	"HNSC"
"ACP5"	"HNSC"
"ADAP2"	"HNSC"
"ADCY7"	"HNSC"
"AIF1"	"HNSC"
"AIM2"	"HNSC"
"AKNA"	"HNSC"
"ALOX5"	"HNSC"
"AMICA1"	"HNSC"
"AMPD1"	"HNSC"
"APBB1IP"	"HNSC"
"APOBEC3A"	"HNSC"
"ARHGAP15"	"HNSC"
"ARHGAP18"	"HNSC"
"ARHGAP25"	"HNSC"
"ARHGAP30"	"HNSC"
"ARHGAP9"	"HNSC"
"BATF3"	"HNSC"
"BATF"	"HNSC"
"BCL2A1"	"HNSC"
"BIN2"	"HNSC"
"BLK"	"HNSC"
"BLNK"	"HNSC"
"BMP2K"	"HNSC"
"BTLA"	"HNSC"
"BTN3A2"	"HNSC"
"C10orf54"	"HNSC"
"C11orf21"	"HNSC"
"C13orf18"	"HNSC"
"C13orf31"	"HNSC"
"C1orf162"	"HNSC"
"C1orf38"	"HNSC"
"C5AR1"	"HNSC"
"C5orf20"	"HNSC"
"C5orf56"	"HNSC"
"CASP1"	"HNSC"
"CCDC109B"	"HNSC"
"CCL13"	"HNSC"
"CCL17"	"HNSC"
"CCL19"	"HNSC"
"CCL22"	"HNSC"
"CCL24"	"HNSC"
"CCL4"	"HNSC"
"CCL8"	"HNSC"
"CCR1"	"HNSC"
"CCR2"	"HNSC"
"CCR3"	"HNSC"
"CCR5"	"HNSC"
"CCR7"	"HNSC"
"CCRL2"	"HNSC"
"CD19"	"HNSC"
"CD1B"	"HNSC"
"CD1C"	"HNSC"
"CD1D"	"HNSC"
"CD1E"	"HNSC"
"CD209"	"HNSC"
"CD244"	"HNSC"
"CD247"	"HNSC"
"CD274"	"HNSC"
"CD27"	"HNSC"
"CD2"	"HNSC"
"CD300A"	"HNSC"
"CD37"	"HNSC"
"CD3D"	"HNSC"
"CD3E"	"HNSC"
"CD3G"	"HNSC"
"CD53"	"HNSC"
"CD5"	"HNSC"
"CD69"	"HNSC"
"CD6"	"HNSC"
"CD79A"	"HNSC"
"CD79B"	"HNSC"
"CD7"	"HNSC"
"CD80"	"HNSC"
"CD84"	"HNSC"
"CD86"	"HNSC"
"CD8B"	"HNSC"
"CD96"	"HNSC"
"CD97"	"HNSC"
"CDA"	"HNSC"
"CECR1"	"HNSC"
"CELF2"	"HNSC"
"CFLAR"	"HNSC"
"CFP"	"HNSC"
"CHI3L1"	"HNSC"
"CHST11"	"HNSC"
"CISH"	"HNSC"
"CLC"	"HNSC"
"CLEC10A"	"HNSC"
"CLEC4A"	"HNSC"
"CLEC4E"	"HNSC"
"CLEC5A"	"HNSC"
"CLEC7A"	"HNSC"
"CLECL1"	"HNSC"
"CLIC3"	"HNSC"
"CMPK2"	"HNSC"
"CORO1A"	"HNSC"
"COTL1"	"HNSC"
"CPM"	"HNSC"
"CPNE5"	"HNSC"
"CPVL"	"HNSC"
"CR1"	"HNSC"
"CRTAM"	"HNSC"
"CSF1R"	"HNSC"
"CSF1"	"HNSC"
"CSF2RA"	"HNSC"
"CSF2RB"	"HNSC"
"CSF3R"	"HNSC"
"CST7"	"HNSC"
"CTLA4"	"HNSC"
"CTSL1"	"HNSC"
"CTSW"	"HNSC"
"CTSZ"	"HNSC"
"CX3CR1"	"HNSC"
"CXCL10"	"HNSC"
"CXCL11"	"HNSC"
"CXCL9"	"HNSC"
"CXCR1"	"HNSC"
"CXCR6"	"HNSC"
"CYBB"	"HNSC"
"CYLD"	"HNSC"
"CYSLTR1"	"HNSC"
"CYTH4"	"HNSC"
"CYTIP"	"HNSC"
"DDX60L"	"HNSC"
"DERL3"	"HNSC"
"DNAJC5B"	"HNSC"
"DOCK10"	"HNSC"
"DOCK2"	"HNSC"
"DOCK8"	"HNSC"
"DOK3"	"HNSC"
"DPEP2"	"HNSC"
"DPYD"	"HNSC"
"DUSP4"	"HNSC"
"EBI3"	"HNSC"
"ELL2"	"HNSC"
"EMR2"	"HNSC"
"EMR3"	"HNSC"
"ENTPD1"	"HNSC"
"EOMES"	"HNSC"
"EREG"	"HNSC"
"EVI2A"	"HNSC"
"EVI2B"	"HNSC"
"FAIM3"	"HNSC"
"FAM113B"	"HNSC"
"FAM129C"	"HNSC"
"FAM26F"	"HNSC"
"FAM46C"	"HNSC"
"FAM49A"	"HNSC"
"FAM65B"	"HNSC"
"FASLG"	"HNSC"
"FBXO6"	"HNSC"
"FCGR2A"	"HNSC"
"FCGR2B"	"HNSC"
"FCGR2C"	"HNSC"
"FCN1"	"HNSC"
"FCRL1"	"HNSC"
"FCRL2"	"HNSC"
"FCRL3"	"HNSC"
"FCRL5"	"HNSC"
"FCRLA"	"HNSC"
"FERMT3"	"HNSC"
"FFAR2"	"HNSC"
"FGL2"	"HNSC"
"FGR"	"HNSC"
"FLI1"	"HNSC"
"FLVCR2"	"HNSC"
"FMNL1"	"HNSC"
"FNBP1"	"HNSC"
"FPR1"	"HNSC"
"FPR2"	"HNSC"
"FPR3"	"HNSC"
"FXYD5"	"HNSC"
"FYB"	"HNSC"
"FYN"	"HNSC"
"GBP1"	"HNSC"
"GBP5"	"HNSC"
"GGTA1"	"HNSC"
"GIMAP2"	"HNSC"
"GIMAP4"	"HNSC"
"GIMAP5"	"HNSC"
"GIMAP6"	"HNSC"
"GIMAP7"	"HNSC"
"GJB2"	"HNSC"
"GLIPR1"	"HNSC"
"GLIPR2"	"HNSC"
"GLT1D1"	"HNSC"
"GMFG"	"HNSC"
"GNG2"	"HNSC"
"GNG7"	"HNSC"
"GNLY"	"HNSC"
"GPR114"	"HNSC"
"GPR132"	"HNSC"
"GPR157"	"HNSC"
"GPR15"	"HNSC"
"GPR171"	"HNSC"
"GPR183"	"HNSC"
"GPR18"	"HNSC"
"GPR65"	"HNSC"
"GPR68"	"HNSC"
"GPR84"	"HNSC"
"GPSM3"	"HNSC"
"GZMA"	"HNSC"
"GZMB"	"HNSC"
"GZMH"	"HNSC"
"GZMK"	"HNSC"
"GZMM"	"HNSC"
"HAVCR2"	"HNSC"
"HCK"	"HNSC"
"HCLS1"	"HNSC"
"HCST"	"HNSC"
"HK3"	"HNSC"
"HLA-DOB"	"HNSC"
"HLA-DQA1"	"HNSC"
"HLA-DQB1"	"HNSC"
"HLX"	"HNSC"
"HMOX1"	"HNSC"
"HVCN1"	"HNSC"
"ICAM2"	"HNSC"
"ICAM3"	"HNSC"
"ICOS"	"HNSC"
"IDO1"	"HNSC"
"IFI35"	"HNSC"
"IFI44L"	"HNSC"
"IFI44"	"HNSC"
"IFI6"	"HNSC"
"IFIH1"	"HNSC"
"IFIT1"	"HNSC"
"IFIT3"	"HNSC"
"IFNG"	"HNSC"
"IGSF6"	"HNSC"
"IKZF1"	"HNSC"
"IL10RA"	"HNSC"
"IL12B"	"HNSC"
"IL13RA1"	"HNSC"
"IL16"	"HNSC"
"IL18RAP"	"HNSC"
"IL24"	"HNSC"
"IL2RA"	"HNSC"
"IL2RB"	"HNSC"
"IL2RG"	"HNSC"
"IL32"	"HNSC"
"IL3RA"	"HNSC"
"IL4R"	"HNSC"
"INPP5D"	"HNSC"
"IRF4"	"HNSC"
"IRF7"	"HNSC"
"IRF8"	"HNSC"
"ISG20"	"HNSC"
"ITGA4"	"HNSC"
"ITGAL"	"HNSC"
"ITGAX"	"HNSC"
"ITGB2"	"HNSC"
"ITGB7"	"HNSC"
"ITK"	"HNSC"
"JAK3"	"HNSC"
"KBTBD8"	"HNSC"
"KCNK6"	"HNSC"
"KCTD12"	"HNSC"
"KIAA0125"	"HNSC"
"KIR2DL4"	"HNSC"
"KLHL14"	"HNSC"
"KLHL6"	"HNSC"
"KLRB1"	"HNSC"
"KLRD1"	"HNSC"
"KLRF1"	"HNSC"
"KLRG1"	"HNSC"
"KLRK1"	"HNSC"
"KYNU"	"HNSC"
"LACTB"	"HNSC"
"LAG3"	"HNSC"
"LAT2"	"HNSC"
"LCK"	"HNSC"
"LCP1"	"HNSC"
"LCP2"	"HNSC"
"LILRA1"	"HNSC"
"LILRA2"	"HNSC"
"LILRA6"	"HNSC"
"LILRB1"	"HNSC"
"LILRB2"	"HNSC"
"LILRB3"	"HNSC"
"LPXN"	"HNSC"
"LRMP"	"HNSC"
"LRRN3"	"HNSC"
"LSP1"	"HNSC"
"LST1"	"HNSC"
"LTA"	"HNSC"
"LTB"	"HNSC"
"LY96"	"HNSC"
"LY9"	"HNSC"
"MAN1A1"	"HNSC"
"MAP4K1"	"HNSC"
"MARCH1"	"HNSC"
"MCOLN2"	"HNSC"
"MEFV"	"HNSC"
"MEI1"	"HNSC"
"MFNG"	"HNSC"
"MGC29506"	"HNSC"
"MIR155HG"	"HNSC"
"MMP1"	"HNSC"
"MMP25"	"HNSC"
"MMP9"	"HNSC"
"MNDA"	"HNSC"
"MPEG1"	"HNSC"
"MS4A6A"	"HNSC"
"MS4A7"	"HNSC"
"MX1"	"HNSC"
"MX2"	"HNSC"
"MYO1F"	"HNSC"
"MYO1G"	"HNSC"
"NAGK"	"HNSC"
"NAIP"	"HNSC"
"NCF2"	"HNSC"
"NCF4"	"HNSC"
"NCKAP1L"	"HNSC"
"NCR3"	"HNSC"
"NFAM1"	"HNSC"
"NFATC2"	"HNSC"
"NFE2"	"HNSC"
"NKG7"	"HNSC"
"NLRC3"	"HNSC"
"NLRC5"	"HNSC"
"NLRP12"	"HNSC"
"NR4A3"	"HNSC"
"NRP1"	"HNSC"
"NT5C3"	"HNSC"
"OAS1"	"HNSC"
"OAS2"	"HNSC"
"OAS3"	"HNSC"
"OBFC2A"	"HNSC"
"OSM"	"HNSC"
"P2RY13"	"HNSC"
"P2RY8"	"HNSC"
"PARP9"	"HNSC"
"PARVG"	"HNSC"
"PATL2"	"HNSC"
"PDCD1LG2"	"HNSC"
"PDE4B"	"HNSC"
"PIK3CD"	"HNSC"
"PIK3R5"	"HNSC"
"PILRA"	"HNSC"
"PIM2"	"HNSC"
"PLA2G7"	"HNSC"
"PLEK"	"HNSC"
"PLXNC1"	"HNSC"
"PNOC"	"HNSC"
"POU2F2"	"HNSC"
"PRAM1"	"HNSC"
"PRDM1"	"HNSC"
"PREX1"	"HNSC"
"PRF1"	"HNSC"
"PRKCQ"	"HNSC"
"PROK2"	"HNSC"
"PTGDR"	"HNSC"
"PTGER2"	"HNSC"
"PTPN22"	"HNSC"
"PTPN7"	"HNSC"
"PTPRCAP"	"HNSC"
"PTPRC"	"HNSC"
"PTPRE"	"HNSC"
"PYHIN1"	"HNSC"
"QPCT"	"HNSC"
"RAB37"	"HNSC"
"RAB8B"	"HNSC"
"RASAL3"	"HNSC"
"RASGRP1"	"HNSC"
"RASGRP2"	"HNSC"
"RASGRP3"	"HNSC"
"RASGRP4"	"HNSC"
"RASSF2"	"HNSC"
"RASSF4"	"HNSC"
"RCSD1"	"HNSC"
"RFTN1"	"HNSC"
"RGL4"	"HNSC"
"RGS18"	"HNSC"
"RGS1"	"HNSC"
"RHOG"	"HNSC"
"RHOH"	"HNSC"
"RNASE2"	"HNSC"
"RNASE6"	"HNSC"
"RNF213"	"HNSC"
"RSAD2"	"HNSC"
"S1PR4"	"HNSC"
"SAMD3"	"HNSC"
"SAMD9L"	"HNSC"
"SAMD9"	"HNSC"
"SAMHD1"	"HNSC"
"SAMSN1"	"HNSC"
"SASH3"	"HNSC"
"SELPLG"	"HNSC"
"SEPT1"	"HNSC"
"SEPT6"	"HNSC"
"SEPX1"	"HNSC"
"SERPINB9"	"HNSC"
"SH2B3"	"HNSC"
"SH2D2A"	"HNSC"
"SIGLEC1"	"HNSC"
"SLAMF1"	"HNSC"
"SLAMF7"	"HNSC"
"SLAMF8"	"HNSC"
"SLA"	"HNSC"
"SLC15A3"	"HNSC"
"SLC31A2"	"HNSC"
"SMAP2"	"HNSC"
"SP110"	"HNSC"
"SP140L"	"HNSC"
"SPI1"	"HNSC"
"SPIB"	"HNSC"
"SPOCD1"	"HNSC"
"ST8SIA4"	"HNSC"
"STAB1"	"HNSC"
"STAP1"	"HNSC"
"STAT1"	"HNSC"
"STAT4"	"HNSC"
"STK10"	"HNSC"
"STX11"	"HNSC"
"TAGAP"	"HNSC"
"TAP1"	"HNSC"
"TAP2"	"HNSC"
"TBC1D10C"	"HNSC"
"TBX21"	"HNSC"
"TBXAS1"	"HNSC"
"TFEC"	"HNSC"
"TIFAB"	"HNSC"
"TIGIT"	"HNSC"
"TIMP2"	"HNSC"
"TLR10"	"HNSC"
"TLR4"	"HNSC"
"TLR8"	"HNSC"
"TMEM149"	"HNSC"
"TMEM154"	"HNSC"
"TMEM156"	"HNSC"
"TMIGD2"	"HNSC"
"TNFAIP6"	"HNSC"
"TNFRSF17"	"HNSC"
"TNFRSF1B"	"HNSC"
"TNFRSF4"	"HNSC"
"TNFRSF9"	"HNSC"
"TNFSF13B"	"HNSC"
"TNFSF8"	"HNSC"
"TNIP3"	"HNSC"
"TRAF1"	"HNSC"
"TRAF3IP3"	"HNSC"
"TRAT1"	"HNSC"
"TREM2"	"HNSC"
"TRIM69"	"HNSC"
"TRPV2"	"HNSC"
"TYMP"	"HNSC"
"VNN2"	"HNSC"
"WAS"	"HNSC"
"WIPF1"	"HNSC"
"XAF1"	"HNSC"
"ZAP70"	"HNSC"
"ZBP1"	"HNSC"
"ZEB2"	"HNSC"
"ZNF467"	"HNSC"
"ZNFX1"	"HNSC"
"ABL2"	"KICH"
"ACAP1"	"KICH"
"ACER3"	"KICH"
"ACTR2"	"KICH"
"ADAM12"	"KICH"
"ADAM19"	"KICH"
"ADAM8"	"KICH"
"ADAP2"	"KICH"
"ADCY7"	"KICH"
"AIF1"	"KICH"
"AIM2"	"KICH"
"AKNA"	"KICH"
"ALOX5"	"KICH"
"AMICA1"	"KICH"
"AMPD2"	"KICH"
"APBB1IP"	"KICH"
"APOBEC3A"	"KICH"
"APOBEC3G"	"KICH"
"ARHGAP15"	"KICH"
"ARHGAP22"	"KICH"
"ARHGAP25"	"KICH"
"ARHGAP26"	"KICH"
"ARHGAP30"	"KICH"
"ARHGAP9"	"KICH"
"ARL4C"	"KICH"
"ARNTL2"	"KICH"
"ARPC5"	"KICH"
"ARRDC4"	"KICH"
"ASAP1"	"KICH"
"ATG16L2"	"KICH"
"ATP8B2"	"KICH"
"ATXN1"	"KICH"
"BATF3"	"KICH"
"BATF"	"KICH"
"BAZ1A"	"KICH"
"BCL11A"	"KICH"
"BCL11B"	"KICH"
"BCL2A1"	"KICH"
"BHLHE41"	"KICH"
"BID"	"KICH"
"BIN2"	"KICH"
"BIRC3"	"KICH"
"BLK"	"KICH"
"BLVRA"	"KICH"
"BMP8B"	"KICH"
"BTLA"	"KICH"
"BTN3A2"	"KICH"
"C10orf54"	"KICH"
"C11orf21"	"KICH"
"C12orf5"	"KICH"
"C13orf18"	"KICH"
"C13orf31"	"KICH"
"C15orf39"	"KICH"
"C17orf49"	"KICH"
"C17orf58"	"KICH"
"C17orf62"	"KICH"
"C1orf162"	"KICH"
"C1orf38"	"KICH"
"C22orf9"	"KICH"
"C3orf59"	"KICH"
"C5AR1"	"KICH"
"C5orf20"	"KICH"
"C5orf39"	"KICH"
"C6orf129"	"KICH"
"C6orf62"	"KICH"
"CAMK4"	"KICH"
"CAMP"	"KICH"
"CAP1"	"KICH"
"CAPG"	"KICH"
"CARD11"	"KICH"
"CASP1"	"KICH"
"CCDC109B"	"KICH"
"CCDC88A"	"KICH"
"CCDC88B"	"KICH"
"CCDC88C"	"KICH"
"CCL13"	"KICH"
"CCL17"	"KICH"
"CCL19"	"KICH"
"CCL20"	"KICH"
"CCL22"	"KICH"
"CCL4"	"KICH"
"CCL8"	"KICH"
"CCND2"	"KICH"
"CCNYL1"	"KICH"
"CCNY"	"KICH"
"CCR1"	"KICH"
"CCR2"	"KICH"
"CCR5"	"KICH"
"CCR7"	"KICH"
"CD19"	"KICH"
"CD1A"	"KICH"
"CD1C"	"KICH"
"CD1D"	"KICH"
"CD209"	"KICH"
"CD244"	"KICH"
"CD247"	"KICH"
"CD27"	"KICH"
"CD2"	"KICH"
"CD300A"	"KICH"
"CD37"	"KICH"
"CD38"	"KICH"
"CD3D"	"KICH"
"CD3E"	"KICH"
"CD3G"	"KICH"
"CD58"	"KICH"
"CD5"	"KICH"
"CD69"	"KICH"
"CD6"	"KICH"
"CD79A"	"KICH"
"CD79B"	"KICH"
"CD7"	"KICH"
"CD80"	"KICH"
"CD84"	"KICH"
"CD86"	"KICH"
"CD8B"	"KICH"
"CD96"	"KICH"
"CD97"	"KICH"
"CDC42SE1"	"KICH"
"CDKN1A"	"KICH"
"CECR1"	"KICH"
"CEP170"	"KICH"
"CFLAR"	"KICH"
"CFP"	"KICH"
"CHAC2"	"KICH"
"CHST11"	"KICH"
"CHST15"	"KICH"
"CHST7"	"KICH"
"CLC"	"KICH"
"CLEC10A"	"KICH"
"CLEC4A"	"KICH"
"CLEC4E"	"KICH"
"CLEC5A"	"KICH"
"CLEC7A"	"KICH"
"CLECL1"	"KICH"
